
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
18:35:D1:1C:3C:51, 2023-11-07 12:23:00, 2023-11-07 12:24:15,  1, 130, WPA2, CCMP, PSK, -76,        3,        0,   0.  0.  0.  0,   4, Fran, 
00:35:1A:1D:68:C0, 2023-11-07 12:24:05, 2023-11-07 12:24:05,  1, 195, WPA2, CCMP, MGT, -77,        0,        0,   0.  0.  0.  0,  21, Grupo_EFE_Corporativo, 
50:6F:0C:33:34:3B, 2023-11-07 12:24:26, 2023-11-07 12:24:26,  1, 260, WPA2, CCMP, PSK, -75,        2,        0,   0.  0.  0.  0,  11, LIB-2033451, 
02:BF:AF:B7:BB:25, 2023-11-07 12:24:43, 2023-11-07 12:24:47, 11, 130, WPA2, CCMP, PSK, -71,        3,        0,   0.  0.  0.  0,   0, , 
48:2C:D0:AD:D3:78, 2023-11-07 12:24:58, 2023-11-07 12:24:58, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
18:35:D1:1D:5C:89, 2023-11-07 12:24:58, 2023-11-07 12:24:58, 11, 130, WPA2, CCMP, PSK, -80,        1,        0,   0.  0.  0.  0,  11, VTR-6711004, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
40:AC:BF:1E:BD:BD, 2023-11-07 12:07:08, 2023-11-07 12:24:45, -70,      493, 40:0D:10:07:93:59,
78:8B:2A:DD:CE:12, 2023-11-07 12:07:08, 2023-11-07 12:23:50,  -1,       50, 4E:AB:F8:4C:AD:0F,
60:6D:C7:8C:6F:76, 2023-11-07 12:07:08, 2023-11-07 12:23:19, -73,       72, 8A:DE:7C:EB:8C:41,
B0:C5:54:A5:D3:7E, 2023-11-07 12:07:08, 2023-11-07 12:24:55, -75,      250, (not associated) ,cloudmedwifi
C0:D2:F3:E4:F7:42, 2023-11-07 12:07:10, 2023-11-07 12:22:01, -75,       19, (not associated) ,
7C:F6:66:40:5B:3D, 2023-11-07 12:07:10, 2023-11-07 12:24:58, -45,      495, B0:EC:DD:71:BB:48,
7C:F6:66:56:96:E7, 2023-11-07 12:07:11, 2023-11-07 12:24:51, -42,      409, B0:EC:DD:71:BB:48,
7C:F6:66:4A:37:C2, 2023-11-07 12:07:12, 2023-11-07 12:24:57, -65,      408, B0:EC:DD:71:BB:48,
7C:F6:66:40:5A:A9, 2023-11-07 12:07:15, 2023-11-07 12:24:53, -68,      439, B0:EC:DD:71:BB:48,
4C:09:D4:35:AD:DD, 2023-11-07 12:07:16, 2023-11-07 12:24:12, -77,       42, B4:09:31:5C:83:70,
24:A1:60:36:87:68, 2023-11-07 12:07:20, 2023-11-07 12:24:51, -38,      617, B0:EC:DD:71:BB:48,
2C:2B:F9:C1:0F:32, 2023-11-07 12:07:22, 2023-11-07 12:24:26, -74,       19, B4:09:31:5B:FE:3C,
60:32:B1:B8:9A:F0, 2023-11-07 12:07:30, 2023-11-07 12:21:37, -75,        9, (not associated) ,WOM-839043
F4:6A:DD:6B:18:35, 2023-11-07 12:07:31, 2023-11-07 12:23:23, -70,      103, (not associated) ,Fcalp_Corporativo,Grupo_EFE_Corporativo,Invia_Corporativo,Tren_Central_Corporativo,Fesur_Corporativo,EFE_Valparaiso,DIRECT-
44:D8:78:61:42:13, 2023-11-07 12:07:31, 2023-11-07 12:24:40, -68,       17, B4:09:31:5B:FE:3C,
0C:91:60:35:1F:E5, 2023-11-07 12:07:34, 2023-11-07 12:24:49, -70,       31, (not associated) ,JORGE
E4:3E:D7:0D:F4:AA, 2023-11-07 12:07:37, 2023-11-07 12:18:41, -78,       10, 40:0D:10:EB:DD:C1,
28:F0:76:3B:C4:D4, 2023-11-07 12:07:44, 2023-11-07 12:07:44, -71,        1, (not associated) ,mujerysalud 5G
10:59:32:BA:38:D7, 2023-11-07 12:07:58, 2023-11-07 12:23:17, -75,       20, 90:3F:EA:22:9B:0C,NEGRITA 2022
24:11:45:E3:C8:8A, 2023-11-07 12:07:59, 2023-11-07 12:17:51,  -1,       57, 4E:AB:F8:4C:AD:0F,
1C:90:FF:88:F3:42, 2023-11-07 12:08:02, 2023-11-07 12:24:52, -70,      346, B0:EC:DD:71:BB:48,
00:BF:AF:0E:15:81, 2023-11-07 12:08:05, 2023-11-07 12:08:41, -71,        4, 90:3F:EA:22:9B:0C,
BE:E7:23:46:F1:90, 2023-11-07 12:08:09, 2023-11-07 12:24:58, -67,      123, E4:57:40:E0:25:67,
96:84:51:A1:99:D6, 2023-11-07 12:08:09, 2023-11-07 12:24:08, -68,        9, C4:69:F0:CF:F1:64,
60:7E:A4:49:DA:8C, 2023-11-07 12:08:09, 2023-11-07 12:23:00, -75,        9, 44:48:B9:07:66:7E,
F0:E4:A2:75:A2:BF, 2023-11-07 12:08:12, 2023-11-07 12:11:01, -75,        5, 4C:AB:F8:84:7E:FF,
84:FD:D1:B4:69:FF, 2023-11-07 12:08:13, 2023-11-07 12:23:13, -71,        4, (not associated) ,
70:89:76:B6:96:4D, 2023-11-07 12:08:19, 2023-11-07 12:14:08, -76,        2, E4:57:40:E0:25:67,
00:E0:35:2F:B1:91, 2023-11-07 12:08:23, 2023-11-07 12:20:50,  -1,        6, 44:48:B9:C8:C2:48,
D0:05:2A:1F:78:61, 2023-11-07 12:08:24, 2023-11-07 12:12:03,  -1,        3, B4:09:31:5C:83:70,
98:22:EF:1F:D7:0D, 2023-11-07 12:08:27, 2023-11-07 12:24:09, -66,       21, A4:6D:A4:34:94:DC,
38:1F:8D:53:2E:C0, 2023-11-07 12:08:30, 2023-11-07 12:22:49,  -1,       16, C4:0D:96:36:37:70,
F0:35:75:16:91:A5, 2023-11-07 12:08:32, 2023-11-07 12:24:55, -71,      296, E4:57:40:AC:55:F9,
34:20:03:8E:04:7E, 2023-11-07 12:08:45, 2023-11-07 12:24:51, -71,       13, 90:17:3F:E7:84:70,
08:E9:F6:0A:DB:56, 2023-11-07 12:08:48, 2023-11-07 12:20:39, -76,        4, 98:48:27:1D:F0:A7,
66:C3:A9:29:29:60, 2023-11-07 12:08:49, 2023-11-07 12:08:49, -76,        1, (not associated) ,
EE:4F:B2:4C:8F:E6, 2023-11-07 12:08:59, 2023-11-07 12:23:36, -76,       35, 44:48:B9:49:5C:70,
EE:FE:7C:F2:61:1B, 2023-11-07 12:09:02, 2023-11-07 12:09:02, -72,        1, (not associated) ,
62:32:B0:29:31:87, 2023-11-07 12:09:04, 2023-11-07 12:19:58, -75,        7, F0:3F:95:97:0F:20,
10:2C:6B:E6:17:B8, 2023-11-07 12:09:17, 2023-11-07 12:24:47, -64,        2, 66:E1:5C:3F:B5:2C,
5A:18:3A:DB:92:39, 2023-11-07 12:09:20, 2023-11-07 12:09:20, -72,        1, (not associated) ,
8C:7A:AA:EA:57:F7, 2023-11-07 12:09:20, 2023-11-07 12:24:40, -65,       20, E4:57:40:E0:25:67,VTR-2531514
EC:4D:3E:3B:F4:0E, 2023-11-07 12:09:24, 2023-11-07 12:09:24,  -1,        2, 18:35:D1:8F:4E:61,
28:AD:18:BF:A4:80, 2023-11-07 12:09:24, 2023-11-07 12:23:14, -61,        3, E4:57:40:AC:55:F9,
E8:6F:38:99:B4:23, 2023-11-07 12:09:28, 2023-11-07 12:09:28, -81,        1, F8:5B:3B:9D:40:7D,
78:11:DC:18:9B:0B, 2023-11-07 12:09:32, 2023-11-07 12:09:32, -76,        1, F8:5B:3B:9D:40:7D,
10:2C:6B:B6:69:A6, 2023-11-07 12:09:42, 2023-11-07 12:09:42, -75,        2, (not associated) ,
40:9F:38:62:82:D9, 2023-11-07 12:09:46, 2023-11-07 12:24:47,  -1,       31, 44:48:B9:49:5C:70,
78:8B:2A:CD:FB:F8, 2023-11-07 12:09:46, 2023-11-07 12:23:50, -75,       15, 4E:AB:F8:4C:AD:0F,
52:34:45:4A:BE:29, 2023-11-07 12:09:55, 2023-11-07 12:21:37, -44,       12, (not associated) ,
00:BF:AF:62:30:7E, 2023-11-07 12:09:55, 2023-11-07 12:09:55, -77,        3, (not associated) ,
DA:2D:96:C7:17:A1, 2023-11-07 12:10:16, 2023-11-07 12:10:16, -71,        1, (not associated) ,
BC:D7:D4:E2:DC:84, 2023-11-07 12:10:19, 2023-11-07 12:24:16, -68,        7, B4:09:31:5C:83:70,
64:1C:AE:C3:C9:E6, 2023-11-07 12:10:24, 2023-11-07 12:24:39, -77,        8, (not associated) ,
EC:2E:98:C8:1C:3B, 2023-11-07 12:10:31, 2023-11-07 12:19:11, -74,        9, (not associated) ,
86:18:3C:52:09:72, 2023-11-07 12:10:43, 2023-11-07 12:10:43, -69,        1, (not associated) ,
0C:9A:3C:2C:EF:D4, 2023-11-07 12:10:57, 2023-11-07 12:24:57, -72,       24, (not associated) ,Grupo_EFE_Corporativo,Fesur_Corporativo,Fcalp_Corporativo,Tren_Central_Corporativo,Invia_Corporativo
38:FC:98:49:22:3A, 2023-11-07 12:11:41, 2023-11-07 12:23:53, -68,       25, 66:E1:5C:3F:B5:2C,
20:79:18:AC:7B:F5, 2023-11-07 12:11:43, 2023-11-07 12:11:43, -56,        2, (not associated) ,Y4rd13-Ont
F4:FE:FB:42:7C:B7, 2023-11-07 12:11:49, 2023-11-07 12:18:42, -79,        3, (not associated) ,
38:1F:8D:CD:31:55, 2023-11-07 12:11:56, 2023-11-07 12:16:57,  -1,        2, 90:17:3F:E7:84:70,
86:31:F9:A5:06:38, 2023-11-07 12:12:54, 2023-11-07 12:12:54, -74,        2, (not associated) ,
EA:9F:80:06:E0:30, 2023-11-07 12:13:03, 2023-11-07 12:18:37, -76,        5, 40:0D:10:07:93:59,
12:BF:69:A9:D5:48, 2023-11-07 12:13:03, 2023-11-07 12:21:48, -78,       10, 44:48:B9:C8:C2:48,
16:97:5A:5D:69:77, 2023-11-07 12:13:05, 2023-11-07 12:13:05, -74,        1, (not associated) ,
E8:DB:84:8D:83:80, 2023-11-07 12:13:32, 2023-11-07 12:13:32, -72,        1, E4:57:40:E0:25:67,
40:0D:10:F4:2B:41, 2023-11-07 12:13:39, 2023-11-07 12:13:39, -74,        1, (not associated) ,
7E:BF:B2:DE:2C:EF, 2023-11-07 12:13:45, 2023-11-07 12:13:45, -72,        1, (not associated) ,
7A:38:04:C7:F3:22, 2023-11-07 12:13:47, 2023-11-07 12:13:48, -78,        2, (not associated) ,
DA:A1:19:0A:2E:88, 2023-11-07 12:14:43, 2023-11-07 12:14:43, -70,        1, (not associated) ,
4C:F5:DC:EB:AF:21, 2023-11-07 12:14:44, 2023-11-07 12:18:34, -74,        2, 48:D3:43:B7:61:E9,
B8:AB:62:F8:69:2B, 2023-11-07 12:14:55, 2023-11-07 12:14:55, -76,        1, (not associated) ,
9A:78:50:F2:1C:8D, 2023-11-07 12:15:04, 2023-11-07 12:15:04, -72,        1, (not associated) ,
86:D7:37:76:8C:67, 2023-11-07 12:15:19, 2023-11-07 12:15:19, -76,        1, (not associated) ,
26:CF:DA:6B:8A:E6, 2023-11-07 12:15:44, 2023-11-07 12:15:44, -73,        2, (not associated) ,
00:BF:AF:B7:BB:25, 2023-11-07 12:15:48, 2023-11-07 12:15:48, -75,        1, 2A:AA:E4:F6:E5:4D,
D2:FA:AA:97:8A:30, 2023-11-07 12:16:31, 2023-11-07 12:16:31, -65,        1, (not associated) ,
B6:62:EC:84:F4:AA, 2023-11-07 12:16:41, 2023-11-07 12:16:41, -68,        2, (not associated) ,
6E:B5:18:52:60:3B, 2023-11-07 12:16:46, 2023-11-07 12:16:46, -67,        2, (not associated) ,
BA:BF:1A:7A:B5:2F, 2023-11-07 12:16:52, 2023-11-07 12:16:52, -69,        4, (not associated) ,
06:3A:56:AD:57:1D, 2023-11-07 12:16:56, 2023-11-07 12:16:56, -74,        1, (not associated) ,
BC:CE:25:F4:83:76, 2023-11-07 12:16:57, 2023-11-07 12:16:57,  -1,        1, 90:17:3F:E7:84:70,
96:D1:EC:A7:DE:E8, 2023-11-07 12:17:11, 2023-11-07 12:17:11, -70,        1, (not associated) ,
3E:D2:BD:0B:C3:9D, 2023-11-07 12:17:14, 2023-11-07 12:17:14, -74,        1, (not associated) ,
AE:82:F4:63:21:A3, 2023-11-07 12:17:24, 2023-11-07 12:17:25, -62,        5, (not associated) ,
12:F8:ED:1E:30:BA, 2023-11-07 12:17:24, 2023-11-07 12:17:24, -75,        1, (not associated) ,
3A:8B:8E:72:A0:50, 2023-11-07 12:17:32, 2023-11-07 12:17:32, -72,        3, (not associated) ,cristianarancibia
24:62:AB:37:05:13, 2023-11-07 12:17:33, 2023-11-07 12:21:48, -77,        2, C4:69:F0:CF:F1:64,
94:A4:08:48:4C:C0, 2023-11-07 12:17:58, 2023-11-07 12:17:58,  -1,        1, C4:0D:96:36:37:70,
6E:46:3F:E5:3B:01, 2023-11-07 12:18:19, 2023-11-07 12:18:19, -68,        2, (not associated) ,
78:8B:2A:CD:F8:F5, 2023-11-07 12:18:52, 2023-11-07 12:24:01, -76,        7, 4E:AB:F8:4C:AD:0F,
CA:15:74:63:11:3F, 2023-11-07 12:19:05, 2023-11-07 12:19:05, -72,        1, (not associated) ,
E0:76:D0:53:13:FF, 2023-11-07 12:19:16, 2023-11-07 12:19:16, -72,        1, (not associated) ,
36:65:73:23:55:18, 2023-11-07 12:19:28, 2023-11-07 12:19:28, -70,        1, (not associated) ,
92:26:66:CD:64:C8, 2023-11-07 12:19:37, 2023-11-07 12:19:37, -76,        1, (not associated) ,
D8:F1:5B:D6:69:17, 2023-11-07 12:20:18, 2023-11-07 12:22:34, -72,        2, C4:69:F0:CF:F1:64,
66:C6:F9:B4:81:8A, 2023-11-07 12:20:40, 2023-11-07 12:20:40, -74,        1, (not associated) ,
AE:70:56:69:46:E2, 2023-11-07 12:20:49, 2023-11-07 12:20:49, -70,        1, (not associated) ,
42:A3:47:3D:8F:02, 2023-11-07 12:20:53, 2023-11-07 12:20:53, -74,        1, (not associated) ,
C0:48:E6:C1:7A:83, 2023-11-07 12:21:15, 2023-11-07 12:21:15,  -1,        8, C4:FB:AA:82:BD:DC,
92:6E:C9:57:9C:44, 2023-11-07 12:21:20, 2023-11-07 12:21:20, -75,        2, (not associated) ,
38:1F:8D:52:C7:04, 2023-11-07 12:21:33, 2023-11-07 12:24:43,  -1,        2, C4:0D:96:36:37:70,
56:70:AC:9F:8C:E5, 2023-11-07 12:21:47, 2023-11-07 12:21:47, -75,        1, (not associated) ,
04:CF:8C:CD:EA:81, 2023-11-07 12:21:55, 2023-11-07 12:23:47, -80,        2, F8:5B:3B:9D:40:7D,
72:09:0E:01:DA:29, 2023-11-07 12:22:00, 2023-11-07 12:22:00, -75,        1, (not associated) ,
B6:88:90:42:86:39, 2023-11-07 12:22:10, 2023-11-07 12:22:10, -72,        1, (not associated) ,
9E:C4:D3:29:A9:FB, 2023-11-07 12:22:16, 2023-11-07 12:22:16,  -1,        3, E8:13:6E:83:92:4C,
0E:67:55:84:01:DC, 2023-11-07 12:22:30, 2023-11-07 12:22:30, -74,        1, (not associated) ,
3E:11:97:28:6D:78, 2023-11-07 12:22:31, 2023-11-07 12:22:31, -76,        1, (not associated) ,
42:EF:9D:A3:BE:F0, 2023-11-07 12:22:36, 2023-11-07 12:22:36, -78,        1, (not associated) ,
BE:27:A4:F4:47:FE, 2023-11-07 12:22:39, 2023-11-07 12:22:39, -72,        2, (not associated) ,
DA:E7:1A:E9:17:E2, 2023-11-07 12:22:42, 2023-11-07 12:22:42, -65,        2, (not associated) ,
D8:C0:A6:B9:A5:47, 2023-11-07 12:22:43, 2023-11-07 12:22:49, -71,       12, 66:E1:5C:3F:B5:2C,
86:28:2C:0B:94:D4, 2023-11-07 12:23:01, 2023-11-07 12:23:02, -66,        5, (not associated) ,
22:5B:F0:92:B9:A7, 2023-11-07 12:23:02, 2023-11-07 12:23:02, -71,        1, (not associated) ,
26:8A:52:5F:AF:72, 2023-11-07 12:23:18, 2023-11-07 12:23:18, -74,        1, (not associated) ,
9E:17:3B:A7:DF:44, 2023-11-07 12:23:41, 2023-11-07 12:23:41, -75,        1, (not associated) ,
00:AD:D5:C5:69:9E, 2023-11-07 12:24:05, 2023-11-07 12:24:05, -76,        1, 60:7E:CD:DE:6B:40,
FA:21:93:46:F1:71, 2023-11-07 12:24:24, 2023-11-07 12:24:24, -71,        1, (not associated) ,
D4:9C:DD:B0:F7:84, 2023-11-07 12:24:25, 2023-11-07 12:24:25, -75,        1, (not associated) ,
8A:22:13:82:9D:60, 2023-11-07 12:24:39, 2023-11-07 12:24:39, -55,        2, (not associated) ,
38:1F:8D:53:3D:A4, 2023-11-07 12:24:43, 2023-11-07 12:24:43,  -1,        1, C4:0D:96:36:37:70,
38:1F:8D:52:BB:3C, 2023-11-07 12:24:43, 2023-11-07 12:24:43,  -1,        1, C4:0D:96:36:37:70,
38:1F:8D:52:7E:D3, 2023-11-07 12:24:43, 2023-11-07 12:24:43,  -1,        2, C4:0D:96:36:37:70,

