ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
45.71.185.241,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=999, tls=true, autoRead=[true])]",,true,"Nedetel S.A",Ecuador,EC,-3.2655999660491943,-79.96440124511719,AS264668,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3723, connections=ConnectionAttempts(success=185, fail=2324), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1718, connections=ConnectionAttempts(success=30, fail=2476), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1919, connections=ConnectionAttempts(success=197, fail=2313), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3339, connections=ConnectionAttempts(success=164, fail=2359), uptime=6.0%, visibleIp=45.71.185.246))",,"2023-04-15 02:40:19.0","2023-04-15 02:46:57.0",,,
45.73.0.118,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Videotron Ltee",Canada,CA,45.46699905395508,-73.57319641113281,AS5769,"PerformanceConnectData(aws_NA=EndpointServerData(ping=291, connections=ConnectionAttempts(success=831, fail=2370), uptime=25.0%, visibleIp=45.73.0.118), ora_UK=EndpointServerData(ping=396, connections=ConnectionAttempts(success=207, fail=3001), uptime=6.0%, visibleIp=null), ora_JP=EndpointServerData(ping=592, connections=ConnectionAttempts(success=962, fail=2241), uptime=30.0%, visibleIp=null), ms_HK=EndpointServerData(ping=656, connections=ConnectionAttempts(success=880, fail=2314), uptime=27.0%, visibleIp=null))",,"2023-04-15 02:32:34.0","2023-04-15 02:48:38.0",,,
45.76.32.8,1080,,,"[ProtocolDataType(type=socks5, port=1080, tls=false, autoRead=null), ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Vultr Holdings, LLC",Netherlands,NL,52.38909912109375,4.656300067901611,AS20473,"PerformanceConnectData(aws_NA=EndpointServerData(ping=7603, connections=ConnectionAttempts(success=13, fail=879), uptime=1.0%, visibleIp=45.76.32.8), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=893), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=8957, connections=ConnectionAttempts(success=7, fail=877), uptime=0.0%, visibleIp=null), ms_HK=EndpointServerData(ping=968, connections=ConnectionAttempts(success=8, fail=881), uptime=0.0%, visibleIp=null))",,"2023-04-15 02:44:05.0","2023-04-15 02:45:38.0",,,
45.81.144.23,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[true])]",,true,"Duhok Networks",Iraq,IQ,36.859100341796875,42.98699951171875,AS208859,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2707, connections=ConnectionAttempts(success=334, fail=2283), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1910, connections=ConnectionAttempts(success=63, fail=2570), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2857, connections=ConnectionAttempts(success=323, fail=2291), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2358, connections=ConnectionAttempts(success=354, fail=2269), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:32:06.0","2023-04-15 02:44:31.0",,,
45.81.144.45,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,true,"Duhok Networks",Iraq,IQ,36.859100341796875,42.98699951171875,AS208859,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4231, connections=ConnectionAttempts(success=284, fail=2146), uptime=11.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1726, connections=ConnectionAttempts(success=50, fail=2349), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3999, connections=ConnectionAttempts(success=278, fail=2114), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2873, connections=ConnectionAttempts(success=275, fail=2105), uptime=11.0%, visibleIp=185.220.114.249))",,"2023-04-15 02:22:44.0","2023-04-15 02:31:03.0",,,
45.86.87.66,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,Atieh-Ertebat-Kish,Iran,IR,35.698001861572266,51.4114990234375,AS62048,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2298, connections=ConnectionAttempts(success=641, fail=1707), uptime=27.0%, visibleIp=null), ora_UK=EndpointServerData(ping=8333, connections=ConnectionAttempts(success=102, fail=2233), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2789, connections=ConnectionAttempts(success=619, fail=1746), uptime=26.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2367, connections=ConnectionAttempts(success=585, fail=1774), uptime=24.0%, visibleIp=null))",,"2023-04-15 02:31:10.0","2023-04-15 02:48:10.0",,,
45.94.73.133,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false])]",,false,"Open Wi-Fi Ltd",Ireland,IE,53.33789825439453,-6.259099960327148,AS206723,"PerformanceConnectData(aws_NA=EndpointServerData(ping=9194, connections=ConnectionAttempts(success=313, fail=2299), uptime=11.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1405, connections=ConnectionAttempts(success=57, fail=2567), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1660, connections=ConnectionAttempts(success=322, fail=2306), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2212, connections=ConnectionAttempts(success=345, fail=2291), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:16:20.0","2023-04-15 02:38:13.0",,,
45.112.3.149,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Gbps Networks Pvt. Ltd.",India,IN,18.616100311279297,73.72859954833984,AS134000,"PerformanceConnectData(aws_NA=EndpointServerData(ping=688, connections=ConnectionAttempts(success=87, fail=3120), uptime=2.0%, visibleIp=45.112.0.34), ora_UK=EndpointServerData(ping=976, connections=ConnectionAttempts(success=23, fail=3181), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=524, connections=ConnectionAttempts(success=111, fail=3090), uptime=3.0%, visibleIp=null), ms_HK=EndpointServerData(ping=441, connections=ConnectionAttempts(success=80, fail=3103), uptime=2.0%, visibleIp=null))",,"2023-04-15 02:33:08.0","2023-04-15 02:42:11.0",,,
45.112.3.221,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Gbps Networks Pvt. Ltd.",India,IN,18.616100311279297,73.72859954833984,AS134000,"PerformanceConnectData(aws_NA=EndpointServerData(ping=672, connections=ConnectionAttempts(success=88, fail=3140), uptime=2.0%, visibleIp=null), ora_UK=EndpointServerData(ping=983, connections=ConnectionAttempts(success=24, fail=3184), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=500, connections=ConnectionAttempts(success=98, fail=3117), uptime=3.0%, visibleIp=null), ms_HK=EndpointServerData(ping=451, connections=ConnectionAttempts(success=101, fail=3130), uptime=3.0%, visibleIp=null))",,"2023-04-15 01:55:30.0","2023-04-15 02:46:54.0",,,
45.115.114.142,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Drik ICT Ltd",Bangladesh,BD,23.740699768066406,90.43119812011719,AS55828,"PerformanceConnectData(aws_NA=EndpointServerData(ping=980, connections=ConnectionAttempts(success=363, fail=2148), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1104, connections=ConnectionAttempts(success=85, fail=2425), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=609, connections=ConnectionAttempts(success=412, fail=2095), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2546, connections=ConnectionAttempts(success=406, fail=2098), uptime=16.0%, visibleIp=null))",,"2023-04-15 01:53:21.0","2023-04-15 02:35:26.0",,,
45.115.115.146,31141,,,"[ProtocolDataType(type=socks4, port=31141, tls=true, autoRead=[false])]",,true,"Drik ICT Ltd",Bangladesh,BD,23.72719955444336,90.4093017578125,AS55828,"PerformanceConnectData(aws_NA=EndpointServerData(ping=905, connections=ConnectionAttempts(success=288, fail=2935), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1143, connections=ConnectionAttempts(success=72, fail=3130), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=552, connections=ConnectionAttempts(success=334, fail=2855), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=499, connections=ConnectionAttempts(success=284, fail=2917), uptime=8.0%, visibleIp=45.115.115.145))",,"2023-04-15 02:14:30.0","2023-04-15 02:39:35.0",,,
45.115.211.14,587,,,"[ProtocolDataType(type=http, port=587, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=587, tls=false, autoRead=[true])]",,true,"EZECOM limited",Cambodia,KH,13.0,105.0,AS38901,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2147, connections=ConnectionAttempts(success=387, fail=2233), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2856, connections=ConnectionAttempts(success=63, fail=2564), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1225, connections=ConnectionAttempts(success=403, fail=2231), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1450, connections=ConnectionAttempts(success=373, fail=2227), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:07:17.0","2023-04-15 02:42:27.0",,,
45.116.114.37,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=false, autoRead=null)]",,true,"Rainbow Communications India Pvt Ltd",India,IN,12.92020034790039,79.13059997558594,AS58898,"PerformanceConnectData(aws_NA=EndpointServerData(ping=880, connections=ConnectionAttempts(success=379, fail=1808), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=832, connections=ConnectionAttempts(success=14, fail=2159), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=581, connections=ConnectionAttempts(success=348, fail=1843), uptime=15.0%, visibleIp=45.116.114.37), ms_HK=EndpointServerData(ping=521, connections=ConnectionAttempts(success=348, fail=1838), uptime=15.0%, visibleIp=45.116.114.37))",,"2023-04-15 02:48:19.0","2023-04-15 02:48:20.0",,,
45.125.222.97,47239,,,"[ProtocolDataType(type=socks4, port=47239, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.72719955444336,90.4093017578125,AS63526,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1236, connections=ConnectionAttempts(success=894, fail=2312), uptime=27.0%, visibleIp=103.239.254.114), ora_UK=EndpointServerData(ping=784, connections=ConnectionAttempts(success=31, fail=3174), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=590, connections=ConnectionAttempts(success=125, fail=3079), uptime=3.0%, visibleIp=null), ms_HK=EndpointServerData(ping=506, connections=ConnectionAttempts(success=83, fail=3121), uptime=2.0%, visibleIp=null))",,"2023-04-15 02:43:46.0","2023-04-15 02:43:46.0",,,
45.128.133.141,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[true])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=230, connections=ConnectionAttempts(success=213, fail=2282), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=52, connections=ConnectionAttempts(success=57, fail=2426), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=492, connections=ConnectionAttempts(success=241, fail=2231), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=414, connections=ConnectionAttempts(success=204, fail=2287), uptime=8.0%, visibleIp=213.249.123.18))",,"2023-04-15 02:33:11.0","2023-04-15 02:42:11.0",,,
45.128.133.153,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=232, connections=ConnectionAttempts(success=226, fail=2123), uptime=9.0%, visibleIp=null), ora_UK=EndpointServerData(ping=52, connections=ConnectionAttempts(success=34, fail=2331), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=483, connections=ConnectionAttempts(success=214, fail=2150), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=411, connections=ConnectionAttempts(success=243, fail=2112), uptime=10.0%, visibleIp=null))",,"2023-04-15 01:50:29.0","2023-04-15 02:21:47.0",,,
45.128.133.169,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[true])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=232, connections=ConnectionAttempts(success=233, fail=2275), uptime=9.0%, visibleIp=213.249.123.18), ora_UK=EndpointServerData(ping=54, connections=ConnectionAttempts(success=51, fail=2457), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=496, connections=ConnectionAttempts(success=243, fail=2264), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=409, connections=ConnectionAttempts(success=249, fail=2239), uptime=10.0%, visibleIp=null))",,"2023-04-15 02:28:57.0","2023-04-15 02:28:57.0",,,
45.128.133.193,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[true])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=228, connections=ConnectionAttempts(success=245, fail=2250), uptime=9.0%, visibleIp=213.249.123.18), ora_UK=EndpointServerData(ping=50, connections=ConnectionAttempts(success=47, fail=2449), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=501, connections=ConnectionAttempts(success=262, fail=2250), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=421, connections=ConnectionAttempts(success=251, fail=2254), uptime=10.0%, visibleIp=null))",,"2023-04-15 02:36:50.0","2023-04-15 02:48:04.0",,,
45.128.133.205,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[true])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=229, connections=ConnectionAttempts(success=238, fail=2271), uptime=9.0%, visibleIp=null), ora_UK=EndpointServerData(ping=51, connections=ConnectionAttempts(success=37, fail=2463), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=503, connections=ConnectionAttempts(success=242, fail=2267), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=414, connections=ConnectionAttempts(success=242, fail=2273), uptime=9.0%, visibleIp=213.249.123.18))",,"2023-04-15 02:19:44.0","2023-04-15 02:27:42.0",,,
45.128.133.209,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[true])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=229, connections=ConnectionAttempts(success=223, fail=2299), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=49, connections=ConnectionAttempts(success=60, fail=2438), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=502, connections=ConnectionAttempts(success=251, fail=2256), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=422, connections=ConnectionAttempts(success=215, fail=2280), uptime=8.0%, visibleIp=null))",,"2023-04-15 02:38:33.0","2023-04-15 02:49:46.0",,,
45.128.133.225,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=228, connections=ConnectionAttempts(success=224, fail=2292), uptime=8.0%, visibleIp=213.249.123.18), ora_UK=EndpointServerData(ping=50, connections=ConnectionAttempts(success=54, fail=2455), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=500, connections=ConnectionAttempts(success=247, fail=2271), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=423, connections=ConnectionAttempts(success=253, fail=2242), uptime=10.0%, visibleIp=213.249.123.18))",,"2023-04-15 02:41:53.0","2023-04-15 02:49:28.0",,,
45.128.133.241,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,ESTNOC-GLOBAL,Belgium,BE,50.85089874267578,4.344699859619141,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=229, connections=ConnectionAttempts(success=228, fail=2282), uptime=9.0%, visibleIp=null), ora_UK=EndpointServerData(ping=49, connections=ConnectionAttempts(success=37, fail=2464), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=500, connections=ConnectionAttempts(success=265, fail=2220), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=426, connections=ConnectionAttempts(success=221, fail=2296), uptime=8.0%, visibleIp=null))",,"2023-04-15 01:53:16.0","2023-04-15 02:44:48.0",,,
45.128.135.1,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,ESTNOC-GLOBAL,Netherlands,NL,52.30059814453125,4.94789981842041,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=237, connections=ConnectionAttempts(success=253, fail=2256), uptime=10.0%, visibleIp=null), ora_UK=EndpointServerData(ping=59, connections=ConnectionAttempts(success=53, fail=2425), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=507, connections=ConnectionAttempts(success=218, fail=2282), uptime=8.0%, visibleIp=null), ms_HK=EndpointServerData(ping=434, connections=ConnectionAttempts(success=237, fail=2273), uptime=9.0%, visibleIp=null))",,"2023-04-15 01:53:32.0","2023-04-15 02:48:18.0",,,
45.128.135.253,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,ESTNOC-GLOBAL,Netherlands,NL,52.30059814453125,4.94789981842041,AS206804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=239, connections=ConnectionAttempts(success=224, fail=2102), uptime=9.0%, visibleIp=null), ora_UK=EndpointServerData(ping=64, connections=ConnectionAttempts(success=38, fail=2309), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=518, connections=ConnectionAttempts(success=224, fail=2106), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=434, connections=ConnectionAttempts(success=227, fail=2105), uptime=9.0%, visibleIp=null))",,"2023-04-15 01:54:39.0","2023-04-15 02:48:52.0",,,
45.130.99.42,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[true])]",,true,"SpeedClick Information Technology and Communication Ltd",Palestine,PS,31.921600341796875,35.20330047607422,AS57704,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1553, connections=ConnectionAttempts(success=127, fail=2200), uptime=5.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2425, connections=ConnectionAttempts(success=32, fail=2284), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1705, connections=ConnectionAttempts(success=145, fail=2149), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1731, connections=ConnectionAttempts(success=135, fail=2180), uptime=5.0%, visibleIp=null))",,"2023-04-15 02:16:00.0","2023-04-15 02:49:13.0",,,
45.133.36.198,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,true,"Nese Mala",Turkey,TR,41.021400451660156,28.994800567626953,,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4774, connections=ConnectionAttempts(success=119, fail=573), uptime=17.0%, visibleIp=185.86.82.62), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=695), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2909, connections=ConnectionAttempts(success=126, fail=567), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3596, connections=ConnectionAttempts(success=128, fail=552), uptime=18.0%, visibleIp=null))",,"2023-04-15 02:13:14.0","2023-04-15 02:48:56.0",,,
45.136.238.69,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,true,"ReadyIDC Co., Ltd",Thailand,TH,13.616600036621094,100.5531005859375,AS56309,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1953, connections=ConnectionAttempts(success=7, fail=79), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=85), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1222, connections=ConnectionAttempts(success=13, fail=66), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=672, connections=ConnectionAttempts(success=11, fail=86), uptime=11.0%, visibleIp=null))",,"2023-04-15 01:53:13.0","2023-04-15 02:47:52.0",,,
45.153.165.186,999,,,"[ProtocolDataType(type=https, port=999, tls=false, autoRead=null)]",,false,"VCLOUD b2","Dominican Republic",DO,18.46489906311035,-69.8864974975586,AS272073,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3593, connections=ConnectionAttempts(success=42, fail=198), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=254), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=4845, connections=ConnectionAttempts(success=34, fail=212), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3514, connections=ConnectionAttempts(success=34, fail=215), uptime=13.0%, visibleIp=45.153.165.186))",,"2023-04-15 02:27:57.0","2023-04-15 02:32:35.0",,,
45.153.165.242,999,,,"[ProtocolDataType(type=https, port=999, tls=false, autoRead=null)]",,false,"VCLOUD b2","Dominican Republic",DO,18.46489906311035,-69.8864974975586,AS272073,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6419, connections=ConnectionAttempts(success=43, fail=206), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=246), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3463, connections=ConnectionAttempts(success=43, fail=209), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2530, connections=ConnectionAttempts(success=39, fail=203), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:02:11.0","2023-04-15 02:49:00.0",,,
45.156.29.129,9090,,,"[ProtocolDataType(type=http, port=9090, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=9090, tls=true, autoRead=[false])]",,true,"Atlantis Telekom",Turkey,TR,41.021400451660156,28.994800567626953,AS204457,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1255, connections=ConnectionAttempts(success=127, fail=3779), uptime=3.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1774, connections=ConnectionAttempts(success=16, fail=3874), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2751, connections=ConnectionAttempts(success=127, fail=3754), uptime=3.0%, visibleIp=null), ms_HK=EndpointServerData(ping=735, connections=ConnectionAttempts(success=113, fail=3784), uptime=2.0%, visibleIp=null))",,"2023-04-15 02:18:24.0","2023-04-15 02:38:36.0",,,
45.160.15.68,999,,,"[ProtocolDataType(type=https, port=999, tls=false, autoRead=null), ProtocolDataType(type=http, port=999, tls=true, autoRead=[false])]",,false,"Servicio De Telecomunicaciones Vemos MAS Ltda",Chile,CL,-33.45209884643555,-70.65360260009766,AS266870,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2534, connections=ConnectionAttempts(success=75, fail=1262), uptime=5.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1321), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3451, connections=ConnectionAttempts(success=123, fail=1226), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3368, connections=ConnectionAttempts(success=94, fail=1250), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:30:10.0","2023-04-15 02:45:25.0",,,
45.160.78.37,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[false])]",,false,"Wan Developments",Argentina,AR,-32.88169860839844,-68.8125,AS267688,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3373, connections=ConnectionAttempts(success=188, fail=3052), uptime=5.0%, visibleIp=45.160.78.248), ora_UK=EndpointServerData(ping=1869, connections=ConnectionAttempts(success=33, fail=3200), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=5103, connections=ConnectionAttempts(success=158, fail=3102), uptime=4.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2736, connections=ConnectionAttempts(success=174, fail=3067), uptime=5.0%, visibleIp=null))",,"2023-04-15 02:37:28.0","2023-04-15 02:45:34.0",,,
45.160.221.153,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"luciano ancelmo do nascimento me",Brazil,BR,-7.880799770355225,-34.98619842529297,AS268423,"PerformanceConnectData(aws_NA=EndpointServerData(ping=583, connections=ConnectionAttempts(success=218, fail=2971), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=884, connections=ConnectionAttempts(success=50, fail=3158), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=863, connections=ConnectionAttempts(success=220, fail=2979), uptime=6.0%, visibleIp=45.160.221.161), ms_HK=EndpointServerData(ping=1103, connections=ConnectionAttempts(success=202, fail=3014), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:38:13.0","2023-04-15 02:38:13.0",,,
45.160.221.160,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"luciano ancelmo do nascimento me",Brazil,BR,-7.880799770355225,-34.98619842529297,AS268423,"PerformanceConnectData(aws_NA=EndpointServerData(ping=595, connections=ConnectionAttempts(success=176, fail=3045), uptime=5.0%, visibleIp=null), ora_UK=EndpointServerData(ping=844, connections=ConnectionAttempts(success=46, fail=3172), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=863, connections=ConnectionAttempts(success=236, fail=2960), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1098, connections=ConnectionAttempts(success=217, fail=2996), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:15:09.0","2023-04-15 02:47:25.0",,,
45.161.113.0,999,,,"[ProtocolDataType(type=https, port=999, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=999, tls=false, autoRead=[true])]",,false,"Servicios E Inversiones Villasolis Ltda",Chile,CL,-31.779499053955078,-70.97869873046875,AS266891,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3061, connections=ConnectionAttempts(success=306, fail=2293), uptime=11.0%, visibleIp=170.247.204.190), ora_UK=EndpointServerData(ping=3915, connections=ConnectionAttempts(success=50, fail=2514), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3458, connections=ConnectionAttempts(success=311, fail=2251), uptime=12.0%, visibleIp=170.247.204.190), ms_HK=EndpointServerData(ping=5039, connections=ConnectionAttempts(success=325, fail=2288), uptime=12.0%, visibleIp=null))",,"2023-04-15 02:28:09.0","2023-04-15 02:46:22.0",,,
